Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn,CLTV,Gender_Male,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
21,Yes,No,No,No,0,17269,0,0,1,No Offer,1,1.5,0,0,0,0,0,0,0,0,0,0,0,19.9,19.9,0.0,0,1.5,21.4,5,0,5057,False,False,False,False,True,False,False,True,False
29,Yes,No,Yes,No,0,1519,1,1,58,No Offer,1,31.27,1,59,1,0,1,1,1,1,1,1,1,84.3,4916.4,0.0,0,1813.66,6730.0599999999995,4,0,5724,False,True,True,False,False,False,True,False,False
20,Yes,No,Yes,No,0,13706,1,10,56,No Offer,0,0.0,0,30,0,0,1,1,1,1,1,0,1,54.05,2959.8,0.0,40,0.0,2999.8,4,0,6445,True,True,True,False,False,True,False,False,False
43,No,No,Yes,Yes,3,17782,1,5,72,Offer A,1,6.95,0,57,1,0,1,1,1,1,1,1,1,104.9,7559.55,0.0,0,500.4,8059.95,4,0,5169,True,True,False,True,False,False,True,True,False
35,No,No,No,No,0,28318,0,0,22,Offer D,1,11.46,1,16,0,0,0,0,0,1,1,1,0,83.05,1799.3,0.0,0,252.12,2051.42,4,0,5357,True,True,False,True,False,False,False,False,False
35,No,No,No,No,0,26971,0,0,39,No Offer,0,0.0,0,8,0,1,1,1,0,0,0,1,0,41.1,1597.05,0.0,0,0.0,1597.05,3,0,3618,False,True,True,False,False,False,False,False,False
47,No,No,No,No,0,74,0,0,12,No Offer,1,36.11,0,13,0,0,0,0,0,0,0,1,1,45.0,524.35,0.0,0,433.32,957.67,3,0,4998,False,True,True,False,False,False,False,False,False
48,No,No,Yes,No,0,1601,1,8,54,No Offer,1,14.18,0,25,1,1,0,0,1,1,1,1,1,74.55,4191.45,0.0,0,765.72,4957.17,4,0,4544,True,True,True,False,False,False,True,False,False
28,Yes,No,No,No,0,963,0,0,18,No Offer,0,0.0,0,48,1,1,0,1,0,0,0,0,1,40.2,711.95,0.0,90,0.0,801.95,4,0,4624,False,True,True,False,False,True,False,True,False
47,No,No,Yes,No,0,28,1,7,32,No Offer,1,44.45,0,6,1,1,0,1,0,1,1,1,0,70.5,2201.75,0.0,0,1422.4,3624.15,4,0,5870,True,True,True,False,False,True,False,True,False
40,No,No,No,No,0,844,0,0,41,No Offer,1,37.46,0,0,0,0,0,0,0,0,0,0,1,19.75,806.95,0.0,0,1535.86,2342.8100000000004,3,0,5678,False,False,False,False,True,True,False,True,False
60,No,No,Yes,Yes,2,101,1,6,67,No Offer,1,14.41,1,0,0,0,0,0,0,0,0,0,0,24.65,1620.45,0.0,0,965.47,2585.92,5,0,4444,True,False,False,False,True,False,True,False,False
48,No,No,Yes,No,0,3193,1,4,65,No Offer,1,41.2,1,10,1,0,1,0,1,1,1,1,1,104.25,6812.95,0.0,0,2678.0,9490.95,3,0,5089,True,True,False,True,False,False,False,False,False
19,Yes,No,No,No,0,513,0,0,25,No Offer,1,28.05,1,85,1,1,1,1,1,0,0,1,1,78.35,1837.9,0.0,0,701.25,2539.15,4,0,4855,False,True,False,False,False,False,False,False,False
50,No,No,Yes,No,0,145,1,6,67,No Offer,1,17.72,1,23,0,1,1,1,1,1,1,1,1,109.7,7344.45,0.0,0,1187.24,8531.69,4,0,4017,False,True,False,True,False,True,False,True,False
37,No,No,No,No,0,34967,0,0,24,No Offer,1,35.56,0,3,1,0,0,0,1,1,1,1,1,94.6,2283.15,0.0,0,853.44,3136.59,3,0,3667,False,True,False,True,False,False,False,False,False
29,Yes,No,Yes,Yes,1,31586,1,2,69,No Offer,1,23.55,0,0,0,0,0,0,0,0,0,0,0,20.2,1376.5,0.0,0,1624.95,3001.45,3,0,5463,True,False,False,False,True,False,True,False,False
28,Yes,No,No,Yes,3,30338,0,0,37,No Offer,1,10.23,0,0,0,0,0,0,0,0,0,0,0,20.3,755.4,0.0,0,378.51,1133.91,3,0,4186,False,False,False,False,True,True,False,False,False
33,No,No,Yes,Yes,1,41476,1,4,20,No Offer,0,0.0,0,22,1,0,1,1,0,0,0,1,1,39.4,825.4,0.0,0,0.0,825.4,3,0,3899,True,True,False,False,False,False,True,True,False
54,No,No,No,No,0,615,0,0,7,No Offer,1,21.12,0,7,0,0,0,0,0,0,0,1,0,69.15,488.65,0.0,0,147.84,636.49,3,0,4320,True,True,False,True,False,False,False,False,False
50,No,No,No,No,0,595,0,0,41,No Offer,0,0.0,0,8,0,0,1,0,1,1,1,0,1,51.35,2075.1,0.0,80,0.0,2155.1,5,0,5622,True,True,False,False,False,True,False,False,False
36,No,No,No,No,0,269,0,0,54,No Offer,1,34.27,0,20,1,1,0,0,1,1,1,1,1,100.05,5299.65,0.0,0,1850.58,7150.23,4,0,4478,False,True,False,True,False,True,False,True,False
59,No,No,No,No,0,290,0,0,53,No Offer,1,33.88,0,6,0,1,1,1,0,1,1,1,1,94.45,5042.75,0.0,0,1795.64,6838.39,4,0,5452,False,True,False,True,False,True,False,True,False
25,Yes,No,Yes,Yes,2,417,1,2,18,No Offer,0,0.0,0,59,0,1,1,0,1,0,0,1,0,46.4,812.4,0.0,0,0.0,812.4,5,0,4003,True,True,True,False,False,True,False,True,False
61,No,No,Yes,No,0,344,1,1,64,No Offer,1,4.76,0,8,1,1,0,1,1,1,1,1,1,104.05,6605.55,0.0,0,304.64,6910.1900000000005,4,0,4337,True,True,False,True,False,False,True,True,False
41,No,No,No,No,0,6277,0,0,20,No Offer,0,0.0,0,21,0,0,0,0,0,0,0,1,0,24.9,505.95,0.0,0,0.0,505.95,5,0,5942,False,True,True,False,False,False,False,True,False
37,No,No,Yes,Yes,3,2664,1,7,57,No Offer,1,14.55,0,58,1,1,0,1,0,0,0,0,0,59.6,3509.4,0.0,70,829.35,4408.75,3,0,4778,True,True,True,False,False,True,False,True,False
58,No,No,Yes,Yes,3,12348,0,0,13,No Offer,0,0.0,0,57,1,1,0,1,0,0,0,1,0,40.55,590.35,0.0,0,0.0,590.35,3,0,2898,True,True,True,False,False,False,True,True,False
60,No,No,Yes,Yes,2,2602,1,8,57,No Offer,1,29.64,0,0,0,0,0,0,0,0,0,0,0,20.75,1123.15,0.0,0,1689.48,2812.63,3,0,4937,True,False,False,False,True,False,True,True,False
50,No,No,Yes,No,0,2156,1,8,71,No Offer,1,27.16,1,3,0,1,1,1,1,1,1,1,1,113.15,7953.25,0.0,0,1928.36,9881.61,3,0,4068,True,True,False,True,False,True,False,False,False
56,No,No,Yes,Yes,2,1902,1,1,7,Offer E,1,9.1,1,28,0,0,0,0,0,0,0,1,0,48.8,349.8,0.0,0,63.7,413.5,4,0,4785,False,True,True,False,False,False,False,False,False
56,No,No,No,No,0,84,0,0,16,No Offer,1,42.73,1,23,0,0,0,0,0,1,1,0,1,63.05,1067.05,0.0,10,683.68,1760.73,3,0,3214,False,True,True,False,False,False,False,False,False
21,Yes,No,Yes,No,0,170,1,8,34,No Offer,1,33.55,1,41,0,0,1,0,1,1,1,1,0,100.85,3527.3,0.0,0,1140.6999999999998,4668.0,5,0,5891,True,True,False,True,False,False,False,False,False
58,No,No,No,No,0,373,0,0,16,No Offer,1,34.18,1,8,0,1,0,0,0,0,0,1,1,80.55,1248.9,0.0,0,546.88,1795.7800000000002,4,0,5183,True,True,False,True,False,False,False,True,False
39,No,No,No,Yes,3,392,0,0,48,No Offer,1,26.24,1,53,1,1,1,0,0,0,0,1,1,64.4,3035.35,0.0,0,1259.52,4294.87,4,0,2545,True,True,False,False,False,True,False,False,False
54,No,No,Yes,Yes,2,3357,1,9,58,No Offer,1,35.35,0,29,0,1,0,1,1,1,1,1,1,75.2,4300.8,0.0,0,2050.3,6351.1,4,0,4559,True,True,True,False,False,True,False,True,False
36,No,No,Yes,No,0,295,1,7,72,No Offer,1,1.34,1,19,1,0,1,1,1,1,1,1,1,84.9,6065.3,0.0,0,96.48,6161.78,4,0,4447,False,True,True,False,False,False,True,False,False
51,No,No,No,No,0,616,0,0,7,No Offer,1,7.32,0,0,0,0,0,0,0,0,0,0,0,19.3,144.95,0.0,0,51.24,196.19,5,0,4764,False,False,False,False,True,False,False,True,False
52,No,No,No,No,0,1026,0,0,30,No Offer,1,4.22,0,13,1,1,1,1,1,0,0,0,0,74.65,2308.6,0.0,50,126.6,2485.2,3,0,5616,False,True,True,False,False,True,False,True,False
33,No,No,Yes,No,0,268,0,0,31,No Offer,1,28.72,1,21,0,0,0,0,1,0,0,1,1,59.05,1882.8,0.0,0,890.3199999999999,2773.12,5,0,5841,True,True,False,False,False,False,False,True,False
32,No,No,Yes,No,0,734,1,4,50,No Offer,1,46.91,0,0,0,0,0,0,0,0,0,0,0,20.55,1067.65,0.0,0,2345.5,3413.15,3,0,4745,True,False,False,False,True,False,True,True,False
31,No,No,Yes,No,0,482,1,10,28,No Offer,1,21.91,0,5,0,0,0,1,0,0,0,1,0,76.55,2065.4,0.0,0,613.48,2678.88,3,0,2085,True,True,False,True,False,False,False,False,False
52,No,No,No,No,0,1236,0,0,66,No Offer,0,0.0,0,15,1,1,1,1,1,1,1,1,1,62.5,4136.4,0.0,0,0.0,4136.4,4,0,4165,False,True,True,False,False,False,True,False,False
25,Yes,No,Yes,Yes,3,386,1,2,41,No Offer,1,43.19,0,59,0,0,1,0,1,1,1,1,1,94.9,3848.0,0.0,0,1770.79,5618.79,3,0,3539,False,True,False,True,False,False,False,False,False
29,Yes,No,No,No,0,1554,0,0,7,Offer E,1,16.2,0,0,0,0,0,0,0,0,0,0,0,19.9,173.15,0.0,0,113.4,286.55,3,0,2750,False,False,False,False,True,True,False,True,False
26,Yes,No,Yes,Yes,2,1586,1,6,38,No Offer,1,2.86,0,0,0,0,0,0,0,0,0,0,0,20.45,781.25,0.0,0,108.68,889.93,4,0,5587,False,False,False,False,True,False,False,True,False
25,Yes,No,No,No,0,816,0,0,44,No Offer,1,38.33,0,41,1,1,1,0,1,1,1,1,1,106.05,4510.8,0.0,0,1686.52,6197.32,3,0,4588,True,True,False,True,False,True,False,False,False
58,No,No,Yes,Yes,1,598,1,7,47,No Offer,1,9.19,1,19,1,1,1,1,1,1,1,1,1,113.45,5317.8,0.0,0,431.9299999999999,5749.7300000000005,3,0,3729,True,True,False,True,False,True,False,False,False
25,Yes,No,Yes,Yes,2,78,1,5,53,No Offer,1,24.33,0,52,0,1,0,1,1,0,0,1,1,92.55,4779.45,0.0,0,1289.49,6068.94,3,0,4700,True,True,False,True,False,False,False,False,False
49,No,No,Yes,No,0,830,1,7,4,Offer E,1,10.13,1,3,0,0,1,0,1,0,0,1,0,65.6,250.1,0.0,0,40.52,290.62,4,0,4552,True,True,True,False,False,False,False,False,False
25,Yes,No,No,No,0,240,0,0,24,No Offer,1,38.68,0,73,0,0,1,0,0,0,0,1,1,49.7,1167.8,0.0,0,928.32,2096.12,5,0,5832,True,True,True,False,False,False,False,True,False
59,No,No,Yes,Yes,2,829,1,8,15,No Offer,0,0.0,0,16,1,0,0,0,0,0,0,1,1,30.2,469.65,0.0,0,0.0,469.65,4,0,5825,True,True,False,False,False,False,False,False,False
45,No,No,No,No,0,215,0,0,24,No Offer,1,30.18,0,4,1,0,0,1,0,0,0,1,0,56.35,1381.2,0.0,0,724.3199999999999,2105.52,4,0,5128,False,True,True,False,False,False,False,True,False
39,No,No,No,No,0,459,0,0,33,No Offer,1,49.69,1,12,0,1,1,0,1,1,1,1,0,107.55,3645.5,0.0,0,1639.77,5285.27,3,0,4800,False,True,False,True,False,False,False,False,False
48,No,No,Yes,Yes,3,88,1,9,58,Offer B,1,11.81,0,0,0,0,0,0,0,0,0,0,1,19.85,1158.85,0.0,0,684.98,1843.83,4,0,6440,False,False,False,False,True,False,True,True,False
26,Yes,No,Yes,Yes,3,332,1,9,72,No Offer,1,11.85,1,59,1,1,0,0,1,0,0,1,1,95.9,6954.15,0.0,0,853.1999999999999,7807.349999999999,3,0,4213,False,True,False,True,False,False,True,False,False
55,No,No,Yes,No,0,528,1,4,71,No Offer,1,21.19,1,0,0,0,0,0,0,0,0,0,0,23.85,1672.1,0.0,0,1504.49,3176.59,5,0,6166,False,False,False,False,True,False,True,True,False
20,Yes,No,Yes,No,0,405,1,5,51,Offer B,1,6.89,0,41,1,1,1,1,1,1,1,1,1,83.85,4307.1,0.0,0,351.39,4658.490000000001,3,0,5703,True,True,False,False,False,False,True,True,False
24,Yes,No,No,Yes,3,5896,0,0,14,No Offer,1,36.73,0,52,1,1,1,1,0,1,1,1,0,76.1,1054.8,0.0,0,514.2199999999999,1569.02,3,0,2045,True,True,False,False,False,False,True,False,False
61,No,No,Yes,Yes,3,843,1,9,72,No Offer,1,21.84,1,30,1,1,0,1,1,0,0,1,0,74.55,5430.65,0.0,0,1572.48,7003.129999999999,3,0,4703,False,True,True,False,False,False,True,True,False
53,No,No,Yes,Yes,1,9538,1,4,22,No Offer,0,0.0,0,19,0,1,0,0,1,0,0,0,0,39.2,849.9,0.0,50,0.0,899.9,4,0,3288,False,True,True,False,False,False,False,False,False
45,No,No,No,No,0,5096,0,0,2,Offer E,1,25.56,1,6,0,1,0,0,0,0,0,1,0,79.55,151.75,0.0,0,51.12,202.87,4,0,5965,False,True,False,True,False,False,False,False,False
48,No,No,No,No,0,1839,0,0,15,No Offer,1,39.87,0,0,0,0,0,0,0,0,0,0,0,19.6,299.4,0.0,0,598.05,897.4499999999999,5,0,3195,False,False,False,False,True,False,False,True,False
40,No,No,Yes,Yes,1,857,1,1,51,Offer B,1,28.96,0,0,0,0,0,0,0,0,0,0,0,19.55,1086.75,0.0,0,1476.96,2563.71,4,0,5974,True,False,False,False,True,False,True,True,False
47,No,No,Yes,No,0,650,1,1,70,No Offer,0,0.0,0,18,1,0,1,1,0,0,0,1,1,39.15,2692.75,0.0,0,0.0,2692.75,3,0,5840,True,True,True,False,False,False,True,True,False
45,No,No,Yes,Yes,2,88,1,1,71,No Offer,1,31.03,0,0,0,0,0,0,0,0,0,0,0,20.1,1389.6,0.0,0,2203.13,3592.73,3,0,5043,False,False,False,False,True,False,True,False,False
35,No,No,Yes,Yes,3,1332,1,1,39,No Offer,1,24.38,1,53,0,0,0,1,1,1,1,1,1,99.95,3767.4,0.0,0,950.82,4718.22,3,0,4447,False,True,False,True,False,False,False,True,False
27,Yes,No,Yes,Yes,1,104,1,1,61,Offer B,1,26.7,1,30,1,1,0,0,0,0,0,0,0,59.8,3641.5,0.0,100,1628.7,5370.2,3,0,5381,False,True,True,False,False,False,False,False,False
33,No,No,No,No,0,1177,0,0,52,Offer B,1,38.93,0,8,1,0,0,0,0,0,0,1,1,49.75,2535.55,0.0,0,2024.36,4559.91,3,0,6334,False,True,True,False,False,False,False,False,False
27,Yes,No,Yes,No,0,231,1,1,64,Offer B,1,4.01,1,71,1,0,1,1,1,1,1,1,1,108.5,6880.85,0.0,0,256.64,7137.490000000001,3,0,4576,True,True,False,True,False,True,False,True,False
47,No,No,Yes,No,0,946,1,1,62,Offer B,1,33.7,0,15,0,1,1,1,0,0,0,1,1,60.15,3753.2,0.0,0,2089.4,5842.6,5,0,4404,True,True,False,False,False,False,True,True,False
64,No,No,Yes,No,0,3093,1,1,30,No Offer,1,11.38,0,0,0,0,0,0,0,0,0,0,0,19.05,637.55,0.0,0,341.40000000000003,978.95,4,0,2347,True,False,False,False,True,False,True,True,False
27,Yes,No,No,No,0,385,0,0,1,Offer E,1,23.04,0,82,0,0,0,0,0,0,0,1,1,44.55,44.55,0.0,0,23.04,67.59,5,0,5825,False,True,False,False,False,False,False,True,False
59,No,No,Yes,No,0,1822,1,1,15,No Offer,1,18.6,1,13,0,0,1,1,1,1,1,0,1,103.45,1539.8,0.0,140,279.0,1958.8,5,0,5640,True,True,False,True,False,False,False,False,False
47,No,No,Yes,Yes,3,85,1,1,27,No Offer,1,15.71,0,53,1,1,0,0,0,0,0,1,1,80.65,2209.75,0.0,0,424.17,2633.92,3,0,5856,True,True,False,True,False,True,False,True,False
31,No,No,No,Yes,3,957,0,0,4,Offer E,0,0.0,0,52,1,1,1,0,1,1,1,1,1,57.2,223.75,0.0,0,0.0,223.75,3,0,2421,False,True,False,False,False,False,False,True,False
48,No,No,Yes,No,0,481,1,1,72,No Offer,1,39.74,1,5,1,1,1,0,1,1,1,1,1,110.75,7751.7,0.0,0,2861.28,10612.98,4,0,4848,False,True,False,True,False,False,True,False,False
33,No,No,No,No,0,322,0,0,36,No Offer,1,44.87,0,8,1,1,1,1,1,0,0,1,1,76.35,2606.35,0.0,0,1615.32,4221.67,5,0,4771,False,True,False,False,False,True,False,True,False
24,Yes,No,No,No,0,227,0,0,1,Offer E,1,49.51,0,0,0,0,0,0,0,0,0,0,0,18.9,18.9,0.0,0,49.51,68.41,4,0,4480,True,False,False,False,True,False,False,True,False
33,No,No,Yes,No,0,116,0,0,71,No Offer,1,3.09,0,26,1,1,1,1,1,1,1,1,1,84.4,5969.3,0.0,0,219.39,6188.6900000000005,5,0,5619,False,True,True,False,False,False,True,True,False
27,Yes,No,Yes,Yes,1,2595,1,4,10,No Offer,1,4.16,1,0,0,0,0,0,0,0,0,0,1,24.4,253.9,0.0,0,41.6,295.5,5,0,4458,True,False,False,False,True,False,False,True,False
55,No,No,Yes,Yes,1,162,1,4,20,No Offer,1,3.87,0,0,0,0,0,0,0,0,0,0,0,20.05,400.0,0.0,0,77.4,477.4,4,0,4328,True,False,False,False,True,False,True,True,False
57,No,No,No,No,0,858,0,0,4,Offer E,1,38.96,0,10,0,0,0,0,1,0,0,1,0,55.5,227.35,0.0,0,155.84,383.19,4,0,2328,False,True,True,False,False,False,False,True,False
49,No,No,No,No,0,942,0,0,2,Offer E,1,22.56,0,15,1,1,0,0,1,1,1,0,0,100.2,198.5,0.0,10,45.12,253.62,3,0,4855,True,True,False,True,False,False,False,False,False
30,No,No,No,No,0,678,0,0,29,No Offer,1,15.06,0,0,0,0,0,0,0,0,0,0,0,19.4,554.25,0.0,0,436.74,990.99,3,0,2265,False,False,False,False,True,False,True,True,False
56,No,No,No,No,0,44586,0,0,13,No Offer,1,46.92,0,0,0,0,0,0,0,0,0,0,1,20.4,251.65,0.0,0,609.96,861.61,5,0,2486,True,False,False,False,True,False,False,False,False
60,No,No,Yes,No,0,58198,1,4,59,Offer B,1,16.39,1,14,1,1,0,0,1,0,0,1,1,94.75,5597.65,0.0,0,967.01,6564.66,3,0,5238,False,True,False,True,False,False,False,False,False
41,No,No,Yes,No,0,62784,1,10,18,Offer D,1,45.92,0,17,0,0,0,0,0,0,0,1,1,44.35,768.05,0.0,0,826.5600000000001,1594.61,3,0,2935,True,True,True,False,False,False,False,False,False
22,Yes,No,Yes,Yes,2,45025,1,8,17,Offer D,1,44.9,0,47,1,1,0,0,1,1,1,1,0,74.55,1215.8,0.0,0,763.3,1979.1,3,0,4451,False,True,True,False,False,False,False,True,False
55,No,No,Yes,No,0,30852,1,10,47,Offer B,1,14.14,0,28,0,1,1,0,1,1,1,1,0,73.6,3522.65,0.0,0,664.58,4187.2300000000005,4,0,4795,True,True,True,False,False,False,True,False,False
51,No,No,Yes,Yes,2,30596,1,10,19,Offer D,1,9.47,1,13,0,0,0,0,0,0,0,0,0,50.1,910.45,0.0,120,179.93,1210.38,5,0,5749,True,True,True,False,False,False,False,True,False
27,Yes,No,Yes,No,0,15140,1,8,2,Offer E,1,36.05,0,0,0,0,0,0,0,0,0,0,0,19.85,52.0,0.0,0,72.1,124.1,5,0,4107,False,False,False,False,True,False,False,False,False
23,Yes,No,No,No,0,46984,0,0,7,Offer E,0,0.0,0,48,0,0,0,0,0,0,0,1,1,24.35,150.85,0.0,0,0.0,150.85,4,0,4665,True,True,False,False,False,True,False,True,False
49,No,No,No,No,0,20692,0,0,18,Offer D,1,10.67,0,0,0,0,0,0,0,0,0,0,1,19.55,389.25,0.0,0,192.06,581.31,4,0,2386,False,False,False,False,True,False,False,True,False
46,No,No,Yes,No,0,47143,0,0,71,No Offer,1,44.84,1,0,0,0,0,0,0,0,0,0,0,25.05,1873.7,0.0,0,3183.6400000000003,5057.34,5,0,6334,False,False,False,False,True,False,True,True,False
38,No,No,Yes,No,0,3012,1,8,72,No Offer,1,16.5,1,22,0,1,1,0,1,1,1,0,1,103.75,7346.2,0.0,130,1188.0,8664.2,4,0,4655,True,True,False,True,False,False,True,False,False
35,No,No,Yes,Yes,3,68701,1,4,66,No Offer,0,0.0,0,25,0,1,1,0,1,1,1,1,1,56.75,3708.4,0.0,0,0.0,3708.4,3,0,5748,True,True,False,False,False,False,True,True,False
19,Yes,No,Yes,Yes,2,47487,1,6,24,Offer C,1,25.84,0,0,0,0,0,0,0,0,0,0,1,20.8,469.65,0.0,0,620.16,1089.81,5,0,4654,True,False,False,False,True,True,False,True,False
20,Yes,No,Yes,Yes,2,41175,1,2,56,Offer B,1,31.53,1,0,0,0,0,0,0,0,0,0,1,24.45,1385.85,0.0,0,1765.68,3151.5299999999997,3,0,5577,False,False,False,False,True,False,True,True,False
27,Yes,No,No,No,0,38415,0,0,42,Offer B,1,22.08,0,26,1,1,1,0,0,0,0,1,0,59.65,2536.55,0.0,0,927.36,3463.91,3,0,3048,False,True,False,False,False,False,False,False,False
28,Yes,No,Yes,Yes,3,46960,1,3,72,No Offer,1,24.48,1,69,1,0,1,1,1,1,1,0,1,83.3,6042.7,0.0,80,1762.56,7885.26,3,0,4505,False,True,False,False,False,False,True,False,False
47,No,No,No,No,0,49431,0,0,12,Offer D,1,21.93,1,16,0,0,0,1,0,0,0,1,1,79.55,958.25,0.0,0,263.15999999999997,1221.41,3,0,3445,False,True,False,True,False,False,False,True,False
24,Yes,No,Yes,No,0,58218,1,2,71,No Offer,1,33.61,1,0,0,0,0,0,0,0,0,0,0,24.45,1730.65,0.0,0,2386.31,4116.96,3,0,4766,True,False,False,False,True,False,True,False,False
42,No,No,Yes,No,0,27799,1,10,26,Offer C,1,1.75,0,0,0,0,0,0,0,0,0,0,0,19.2,459.6,0.0,0,45.5,505.1,3,0,3656,False,False,False,False,True,True,False,True,False
33,No,No,No,Yes,2,32901,0,0,7,No Offer,0,0.0,0,19,1,0,0,0,0,0,0,1,0,29.8,201.95,0.0,0,0.0,201.95,3,0,4236,False,True,False,False,False,False,False,True,False
41,No,No,Yes,Yes,1,56709,1,1,6,No Offer,1,29.41,0,29,0,0,0,0,0,0,0,1,0,45.5,285.2,0.0,0,176.46,461.66,4,0,5450,False,True,True,False,False,False,False,True,False
61,No,No,Yes,No,0,29310,1,9,51,No Offer,0,0.0,0,6,0,1,0,0,0,0,0,1,1,30.05,1529.45,0.0,0,0.0,1529.45,4,0,5045,True,True,True,False,False,False,False,True,False
32,No,No,Yes,Yes,1,9805,1,1,72,No Offer,0,0.0,0,16,1,1,1,1,1,1,1,0,1,65.65,4664.5,0.0,60,0.0,4724.5,3,0,4934,True,True,True,False,False,False,True,False,False
56,No,No,No,No,0,44764,0,0,47,No Offer,1,45.67,1,3,1,1,0,1,0,1,1,1,0,74.05,3496.3,0.0,0,2146.49,5642.790000000001,4,0,2831,False,True,True,False,False,False,True,True,False
44,No,No,Yes,Yes,2,49839,1,10,16,Offer D,1,7.14,0,0,0,0,0,0,0,0,0,0,0,19.7,301.55,0.0,0,114.24,415.79,3,0,5293,False,False,False,False,True,False,True,True,False
60,No,No,No,No,0,47107,0,0,6,No Offer,1,26.76,0,22,0,0,0,1,0,0,0,1,1,49.5,312.7,0.0,0,160.56,473.26,5,0,5552,True,True,True,False,False,False,False,True,False
19,Yes,No,Yes,Yes,1,33523,1,7,69,No Offer,0,0.0,0,59,1,0,1,0,0,1,1,1,1,43.95,2960.1,0.0,0,0.0,2960.1,3,0,4479,False,True,True,False,False,False,True,True,False
41,No,No,Yes,No,0,44004,1,4,64,No Offer,1,8.6,1,21,0,1,1,1,1,1,1,1,1,111.15,6953.4,0.0,0,550.4,7503.799999999999,4,0,5455,False,True,False,True,False,False,False,False,False
33,No,No,No,No,0,24511,0,0,25,Offer C,1,13.36,0,0,0,0,0,0,0,0,0,0,0,20.6,541.5,0.0,0,334.0,875.5,3,0,2305,True,False,False,False,True,False,False,True,False
43,No,No,No,No,0,29299,0,0,6,No Offer,1,29.09,0,0,0,0,0,0,0,0,0,0,0,19.65,116.85,0.0,0,174.54,291.39,5,0,3945,False,False,False,False,True,False,True,True,False
28,Yes,No,Yes,No,0,55668,1,9,66,No Offer,1,43.77,1,41,1,1,1,1,1,1,1,1,0,115.8,7942.15,0.0,0,2888.82,10830.97,3,0,5845,True,True,False,True,False,True,False,False,False
60,No,No,No,No,0,24505,0,0,61,No Offer,1,19.58,1,22,0,1,1,1,1,1,1,1,0,88.65,5321.25,0.0,0,1194.38,6515.63,4,0,4730,False,True,True,False,False,False,True,True,False
25,Yes,No,No,No,0,55204,0,0,12,Offer D,1,8.82,0,0,0,0,0,0,0,0,0,0,0,20.1,223.6,0.0,0,105.84,329.44,4,0,5179,False,False,False,False,True,False,False,True,False
32,No,No,No,No,0,20408,0,0,34,Offer C,1,45.28,1,27,0,0,0,1,1,0,0,1,0,65.0,2157.5,0.0,0,1539.52,3697.02,5,0,5567,False,True,False,False,False,False,False,True,False
59,No,No,Yes,No,0,10470,1,10,41,No Offer,0,0.0,0,17,0,1,0,1,0,0,0,1,0,35.45,1391.65,0.0,0,0.0,1391.65,4,0,2954,False,True,False,False,False,True,False,True,False
53,No,No,Yes,Yes,1,105285,1,9,72,No Offer,1,48.04,0,0,0,0,0,0,0,0,0,0,0,19.7,1379.8,0.0,0,3458.88,4838.68,3,0,5451,False,False,False,False,True,False,True,True,False
53,No,No,No,No,0,8321,0,0,41,No Offer,1,2.32,0,0,0,0,0,0,0,0,0,0,1,19.85,810.45,0.0,0,95.12,905.57,5,0,3523,False,False,False,False,True,False,True,True,False
51,No,No,Yes,Yes,3,11355,1,3,23,Offer D,1,5.7,1,30,1,0,0,0,0,0,0,1,0,81.85,1810.85,0.0,0,131.1,1941.95,4,0,5939,False,True,False,True,False,True,False,True,False
36,No,No,Yes,Yes,3,47305,1,4,71,No Offer,1,28.47,0,57,1,1,1,1,1,1,1,0,0,109.3,7782.85,0.0,70,2021.37,9874.22,3,0,5737,True,True,False,True,False,False,True,True,False
40,No,No,Yes,No,0,29825,1,8,72,No Offer,1,4.15,1,0,0,0,0,0,0,0,0,0,0,25.4,1797.1,0.0,0,298.8,2095.9,5,0,6011,True,False,False,False,True,False,True,True,False
48,No,No,Yes,Yes,3,31963,1,9,6,No Offer,1,38.5,0,20,0,0,0,0,0,0,0,1,1,69.8,377.85,0.0,0,231.0,608.85,4,0,2651,True,True,False,True,False,False,False,False,False
64,No,No,Yes,Yes,1,15195,1,2,23,Offer D,1,24.22,0,0,0,0,0,0,0,0,0,0,1,20.0,445.3,0.0,0,557.06,1002.36,5,0,2170,True,False,False,False,True,True,False,True,False
19,Yes,No,No,No,0,40152,0,0,72,No Offer,1,41.91,0,73,1,1,1,1,1,1,1,1,1,109.9,7624.2,0.0,0,3017.5199999999995,10641.72,4,0,5234,False,True,False,True,False,False,True,False,False
19,Yes,No,Yes,No,0,42459,1,7,7,No Offer,1,33.24,0,53,1,0,0,0,0,0,0,1,1,50.3,355.1,0.0,0,232.68,587.78,3,0,2547,False,True,True,False,False,False,False,False,False
